date,visitor,v_pts,home,h_pts,home_win,elo,bmi,age,rk,streak,time_diff
Tue Feb 6 2024,Orlando Magic,95,Miami Heat,121,1,-27.0,-0.39,2.4,4,0.0,0.0
Tue Feb 6 2024,Memphis Grizzlies,113,New York Knicks,123,1,161.0,0.88,1.58,2,1.0,-1.0
Tue Feb 6 2024,Minnesota Timberwolves,123,Chicago Bulls,129,1,-116.0,0.1,0.26,9,0.0,-1.0
Tue Feb 6 2024,Oklahoma City Thunder,117,Utah Jazz,124,1,-114.0,0.96,-1.0,2,0.0,0.0
Tue Feb 6 2024,Milwaukee Bucks,106,Phoenix Suns,114,1,-19.0,0.94,-0.3,9,0.0,0.0
Wed Feb 7 2024,Toronto Raptors,123,Charlotte Hornets,117,0,-86.0,-0.8,-0.91,3,-1.0,0.0
Wed Feb 7 2024,Cleveland Cavaliers,114,Washington Wizards,106,0,-325.0,-0.48,-1.83,-4,-1.0,-1.0
Wed Feb 7 2024,Atlanta Hawks,117,Boston Celtics,125,1,187.0,0.13,0.92,1,0.0,-1.0
Wed Feb 7 2024,San Antonio Spurs,104,Miami Heat,116,1,184.0,0.07,3.9,7,1.0,3.0
Wed Feb 7 2024,Golden State Warriors,127,Philadelphia 76ers,104,0,41.0,-0.26,0.44,12,0.0,0.0
Wed Feb 7 2024,New Orleans Pelicans,117,Los Angeles Clippers,106,0,105.0,-0.01,2.94,3,1.0,0.0
Wed Feb 7 2024,Detroit Pistons,133,Sacramento Kings,120,0,268.0,-0.32,1.78,-28,0.0,1.0
Thu Feb 8 2024,Golden State Warriors,131,Indiana Pacers,109,0,48.0,-0.23,-2.33,8,0.0,-1.0
Thu Feb 8 2024,San Antonio Spurs,111,Orlando Magic,127,1,191.0,0.46,1.5,3,1.0,-1.0
Thu Feb 8 2024,Cleveland Cavaliers,118,Brooklyn Nets,95,0,-208.0,-0.05,-1.78,-5,-1.0,-1.0
Thu Feb 8 2024,Dallas Mavericks,122,New York Knicks,108,0,96.0,0.47,1.26,-5,0.0,0.0
Thu Feb 8 2024,Chicago Bulls,118,Memphis Grizzlies,110,0,-61.0,-0.69,-0.92,-13,-1.0,0.0
Thu Feb 8 2024,Minnesota Timberwolves,129,Milwaukee Bucks,105,0,-28.0,0.11,2.45,-5,0.0,0.0
Thu Feb 8 2024,Utah Jazz,115,Phoenix Suns,129,1,34.0,0.6,4.17,10,0.0,0.0
Thu Feb 8 2024,Denver Nuggets,114,Los Angeles Lakers,106,0,-82.0,-0.36,-0.53,-6,0.0,1.0
Thu Feb 8 2024,Detroit Pistons,128,Portland Trail Blazers,122,0,95.0,-0.09,-0.44,-10,0.0,-3.0
Fri Feb 9 2024,Atlanta Hawks,127,Philadelphia 76ers,121,0,43.0,-0.03,2.78,11,0.0,0.0
Fri Feb 9 2024,Washington Wizards,129,Boston Celtics,133,1,352.0,0.26,1.64,-17,1.0,0.0
Fri Feb 9 2024,Houston Rockets,104,Toronto Raptors,107,1,-67.0,-0.73,-0.4,-4,0.0,1.0
Fri Feb 9 2024,Charlotte Hornets,84,Milwaukee Bucks,120,1,248.0,1.23,3.64,-19,1.0,1.0
Fri Feb 9 2024,Denver Nuggets,106,Sacramento Kings,135,1,-98.0,-0.7,-0.36,-11,0.0,-1.0
Fri Feb 9 2024,New Orleans Pelicans,122,Los Angeles Lakers,139,1,-42.0,-0.15,0.68,-9,-1.0,1.0
Sat Feb 10 2024,Oklahoma City Thunder,111,Dallas Mavericks,146,1,-78.0,0.33,0.67,11,0.0,2.0
Sat Feb 10 2024,Detroit Pistons,106,Los Angeles Clippers,112,1,326.0,0.16,3.86,-11,0.0,-1.0
Sat Feb 10 2024,San Antonio Spurs,103,Brooklyn Nets,123,1,120.0,0.17,1.39,-3,1.0,0.0
Sat Feb 10 2024,Memphis Grizzlies,106,Charlotte Hornets,115,1,-137.0,-0.53,-0.53,18,0.0,1.0
Sat Feb 10 2024,Chicago Bulls,108,Orlando Magic,114,1,1.0,0.15,-1.5,4,0.0,0.0
Sat Feb 10 2024,Philadelphia 76ers,119,Washington Wizards,113,0,-186.0,-0.1,-3.5,7,0.0,0.0
Sat Feb 10 2024,Houston Rockets,113,Atlanta Hawks,122,1,23.0,-0.74,-0.8,-25,0.0,0.0
Sat Feb 10 2024,Indiana Pacers,125,New York Knicks,111,0,73.0,0.62,1.6,1,0.0,0.0
Sat Feb 10 2024,Cleveland Cavaliers,119,Toronto Raptors,95,0,-233.0,-0.33,-0.71,-1,-1.0,1.0
Sat Feb 10 2024,Phoenix Suns,112,Golden State Warriors,113,1,-68.0,-1.15,-0.5,-15,0.0,0.0
Sat Feb 10 2024,New Orleans Pelicans,93,Portland Trail Blazers,84,0,-175.0,-0.26,-1.37,4,0.0,-1.0
Sun Feb 11 2024,Boston Celtics,110,Miami Heat,106,0,-156.0,0.06,0.93,26,0.0,-2.0
Sun Feb 11 2024,Sacramento Kings,113,Oklahoma City Thunder,127,1,51.0,-0.09,-1.48,4,0.0,1.0
Mon Feb 12 2024,Indiana Pacers,102,Charlotte Hornets,111,1,-231.0,-0.79,-0.51,17,0.0,0.0
Mon Feb 12 2024,Philadelphia 76ers,123,Cleveland Cavaliers,121,0,153.0,0.38,-1.67,11,1.0,0.0
Mon Feb 12 2024,Chicago Bulls,136,Atlanta Hawks,126,0,-10.0,-0.44,-0.94,-19,0.0,0.0
Mon Feb 12 2024,San Antonio Spurs,122,Toronto Raptors,99,0,110.0,-0.11,2.46,1,1.0,0.0
Mon Feb 12 2024,New York Knicks,103,Houston Rockets,105,1,-142.0,0.11,-0.8,17,-1.0,0.0
Mon Feb 12 2024,New Orleans Pelicans,96,Memphis Grizzlies,87,0,-151.0,-0.65,-0.27,-6,-1.0,0.0
Mon Feb 12 2024,Denver Nuggets,95,Milwaukee Bucks,112,1,-63.0,-0.17,1.63,-4,0.0,0.0
Mon Feb 12 2024,Washington Wizards,104,Dallas Mavericks,112,1,246.0,0.29,1.06,-5,2.0,0.0
Mon Feb 12 2024,Golden State Warriors,129,Utah Jazz,107,0,-2.0,0.55,-3.67,5,-1.0,-2.0
Mon Feb 12 2024,Minnesota Timberwolves,121,Los Angeles Clippers,100,0,51.0,0.05,2.54,5,0.0,2.0
Tue Feb 13 2024,Boston Celtics,118,Brooklyn Nets,110,0,-237.0,0.17,-1.58,16,-1.0,-1.0
Tue Feb 13 2024,Oklahoma City Thunder,127,Orlando Magic,113,0,-83.0,0.76,-0.22,21,0.0,-1.0
Tue Feb 13 2024,Miami Heat,123,Milwaukee Bucks,97,0,61.0,0.25,1.28,-22,0.0,1.0
Tue Feb 13 2024,Sacramento Kings,125,Phoenix Suns,130,1,25.0,1.47,1.69,16,0.0,-1.0
Tue Feb 13 2024,Minnesota Timberwolves,121,Portland Trail Blazers,109,0,-233.0,-0.2,-1.76,6,-1.0,-2.0
Tue Feb 13 2024,Detroit Pistons,111,Los Angeles Lakers,125,1,227.0,0.01,1.61,-23,0.0,-1.0
Wed Feb 14 2024,Atlanta Hawks,99,Charlotte Hornets,122,1,-148.0,-0.79,-0.51,24,0.0,0.0
Wed Feb 14 2024,New York Knicks,100,Orlando Magic,118,1,-54.0,-0.04,-2.16,15,0.0,1.0
Wed Feb 14 2024,Miami Heat,109,Philadelphia 76ers,104,0,0.0,-0.22,0.93,-16,0.0,-1.0
Wed Feb 14 2024,Brooklyn Nets,86,Boston Celtics,136,1,247.0,-0.17,1.58,-16,1.0,0.0
Wed Feb 14 2024,Chicago Bulls,105,Cleveland Cavaliers,108,1,126.0,-0.09,0.17,3,0.0,0.0
Wed Feb 14 2024,Indiana Pacers,127,Toronto Raptors,125,0,-127.0,0.01,0.4,14,0.0,0.0
Wed Feb 14 2024,Houston Rockets,113,Memphis Grizzlies,121,1,-55.0,-1.0,-0.78,-19,-1.0,0.0
Wed Feb 14 2024,Washington Wizards,126,New Orleans Pelicans,133,1,273.0,0.53,1.01,-6,1.0,0.0
Wed Feb 14 2024,San Antonio Spurs,93,Dallas Mavericks,116,1,237.0,0.03,2.39,-7,1.0,0.0
Wed Feb 14 2024,Sacramento Kings,102,Denver Nuggets,98,0,75.0,0.7,0.36,11,0.0,-1.0
Wed Feb 14 2024,Detroit Pistons,100,Phoenix Suns,116,1,262.0,1.15,3.47,-12,0.0,0.0
Wed Feb 14 2024,Los Angeles Lakers,138,Utah Jazz,122,0,-40.0,0.54,-2.3,1,0.0,-1.0
Wed Feb 14 2024,Los Angeles Clippers,130,Golden State Warriors,125,0,-100.0,-0.16,-0.89,-16,1.0,0.0
Thu Feb 15 2024,Milwaukee Bucks,110,Memphis Grizzlies,113,1,-131.0,-0.7,-3.11,1,0.0,1.0
Thu Feb 15 2024,Golden State Warriors,140,Utah Jazz,137,0,-28.0,0.55,-3.67,5,0.0,0.0
Thu Feb 15 2024,Minnesota Timberwolves,128,Portland Trail Blazers,91,0,-243.0,-0.2,-1.76,6,-1.0,0.0
Thu Feb 22 2024,Orlando Magic,116,Cleveland Cavaliers,109,0,116.0,-0.24,1.67,-1,0.0,0.0
Thu Feb 22 2024,Detroit Pistons,115,Indiana Pacers,129,1,224.0,-0.23,0.64,-19,0.0,0.0
Thu Feb 22 2024,New York Knicks,110,Philadelphia 76ers,96,0,-49.0,-0.66,1.18,3,1.0,0.0
Thu Feb 22 2024,Brooklyn Nets,93,Toronto Raptors,121,1,-40.0,-0.28,1.07,4,0.0,0.0
Thu Feb 22 2024,Phoenix Suns,113,Dallas Mavericks,123,1,-17.0,-1.23,-2.49,-1,1.0,0.0
Thu Feb 22 2024,Boston Celtics,129,Chicago Bulls,112,0,-181.0,0.31,0.03,18,-1.0,0.0
Thu Feb 22 2024,Houston Rockets,105,New Orleans Pelicans,127,1,128.0,-0.34,-0.51,-13,0.0,0.0
Thu Feb 22 2024,Los Angeles Clippers,107,Oklahoma City Thunder,129,1,-26.0,-0.57,-3.56,-13,0.0,-1.0
Thu Feb 22 2024,Washington Wizards,110,Denver Nuggets,130,1,291.0,0.74,2.23,-9,1.0,0.0
Thu Feb 22 2024,Charlotte Hornets,115,Utah Jazz,107,0,139.0,1.57,-0.82,-20,-1.0,1.0
Thu Feb 22 2024,Los Angeles Lakers,110,Golden State Warriors,128,1,-23.0,-0.01,1.36,-4,0.0,1.0
Thu Feb 22 2024,San Antonio Spurs,122,Sacramento Kings,127,1,228.0,-0.21,3.2,-22,0.0,0.0
Fri Feb 23 2024,Toronto Raptors,123,Atlanta Hawks,121,0,60.0,-0.02,-0.4,-21,0.0,-8.0
Fri Feb 23 2024,Cleveland Cavaliers,97,Philadelphia 76ers,104,1,-133.0,-0.38,1.67,-11,0.0,0.0
Fri Feb 23 2024,Phoenix Suns,110,Houston Rockets,114,1,-124.0,-0.64,-2.04,11,0.0,0.0
Fri Feb 23 2024,Los Angeles Clippers,101,Memphis Grizzlies,95,0,-193.0,-0.65,-3.2,-9,0.0,-7.0
Fri Feb 23 2024,Miami Heat,106,New Orleans Pelicans,95,0,53.0,0.21,-1.56,-15,1.0,8.0
Fri Feb 23 2024,Washington Wizards,106,Oklahoma City Thunder,147,1,339.0,-0.04,0.39,-16,1.0,0.0
Fri Feb 23 2024,Charlotte Hornets,84,Golden State Warriors,97,1,185.0,1.02,2.84,-25,-1.0,0.0
Fri Feb 23 2024,Milwaukee Bucks,112,Minnesota Timberwolves,107,0,85.0,-0.11,-2.45,5,1.0,0.0
Fri Feb 23 2024,Denver Nuggets,127,Portland Trail Blazers,112,0,-222.0,-0.47,-2.59,7,-1.0,-7.0
Fri Feb 23 2024,San Antonio Spurs,118,Los Angeles Lakers,123,1,238.0,0.12,3.03,-17,0.0,0.0
Sat Feb 24 2024,Orlando Magic,112,Detroit Pistons,109,0,-244.0,-0.35,-0.08,3,-1.0,0.0
Sat Feb 24 2024,Boston Celtics,116,New York Knicks,102,0,-125.0,0.5,0.69,7,-1.0,0.0
Sat Feb 24 2024,Brooklyn Nets,86,Minnesota Timberwolves,101,1,191.0,0.04,1.35,-7,0.0,1.0
Sun Feb 25 2024,Milwaukee Bucks,119,Philadelphia 76ers,98,0,-38.0,-0.48,-0.35,6,0.0,0.0
Sun Feb 25 2024,Los Angeles Lakers,113,Phoenix Suns,123,1,-3.0,1.14,1.86,11,0.0,0.0
Sun Feb 25 2024,Dallas Mavericks,111,Indiana Pacers,133,1,-37.0,-0.15,-0.34,-6,-1.0,0.0
Sun Feb 25 2024,Cleveland Cavaliers,114,Washington Wizards,105,0,-326.0,-0.48,-1.83,-4,-1.0,0.0
Sun Feb 25 2024,Orlando Magic,92,Atlanta Hawks,109,1,-104.0,-0.59,0.56,-23,0.0,-1.0
Sun Feb 25 2024,Denver Nuggets,119,Golden State Warriors,103,0,-40.0,-0.38,0.83,-10,0.0,0.0
Sun Feb 25 2024,Oklahoma City Thunder,123,Houston Rockets,110,0,-177.0,0.92,1.13,23,-1.0,0.0
Sun Feb 25 2024,Chicago Bulls,114,New Orleans Pelicans,106,0,72.0,-0.04,-0.66,-7,0.0,1.0
Sun Feb 25 2024,San Antonio Spurs,109,Utah Jazz,128,1,166.0,0.66,0.72,-16,-1.0,-1.0
Sun Feb 25 2024,Charlotte Hornets,93,Portland Trail Blazers,80,0,5.0,0.93,-0.57,-8,-1.0,0.0
Sun Feb 25 2024,Sacramento Kings,123,Los Angeles Clippers,107,0,90.0,0.48,2.08,17,0.0,1.0
Mon Feb 26 2024,Toronto Raptors,130,Indiana Pacers,122,0,134.0,-0.01,-0.4,-14,0.0,2.0
Mon Feb 26 2024,Detroit Pistons,111,New York Knicks,113,1,261.0,0.39,2.24,-18,1.0,0.0
Mon Feb 26 2024,Brooklyn Nets,111,Memphis Grizzlies,86,0,22.0,-0.55,0.69,-11,1.0,-1.0
Mon Feb 26 2024,Miami Heat,121,Sacramento Kings,110,0,16.0,-0.28,-0.7,-29,0.0,2.0
Tue Feb 27 2024,Dallas Mavericks,119,Cleveland Cavaliers,121,1,57.0,0.19,0.77,9,0.0,0.0
Tue Feb 27 2024,Brooklyn Nets,81,Orlando Magic,108,1,114.0,0.29,0.11,6,0.0,-1.0
Tue Feb 27 2024,Golden State Warriors,123,Washington Wizards,112,0,-259.0,-0.36,-3.06,19,-1.0,0.0
Tue Feb 27 2024,Utah Jazz,97,Atlanta Hawks,124,1,-14.0,-0.79,1.33,-4,0.0,0.0
Tue Feb 27 2024,Philadelphia 76ers,99,Boston Celtics,117,1,197.0,0.16,-1.86,-10,1.0,-1.0
Tue Feb 27 2024,New Orleans Pelicans,115,New York Knicks,92,0,6.0,0.23,1.32,-4,0.0,1.0
Tue Feb 27 2024,Detroit Pistons,105,Chicago Bulls,95,0,219.0,0.2,1.58,-7,1.0,-1.0
Tue Feb 27 2024,Charlotte Hornets,85,Milwaukee Bucks,123,1,192.0,1.23,3.64,-19,0.0,0.0
Tue Feb 27 2024,San Antonio Spurs,105,Minnesota Timberwolves,114,1,316.0,0.21,2.74,-10,1.0,-1.0
Tue Feb 27 2024,Houston Rockets,95,Oklahoma City Thunder,112,1,189.0,-0.92,-1.13,-23,1.0,0.0
Tue Feb 27 2024,Miami Heat,106,Portland Trail Blazers,96,0,-207.0,-0.05,-2.93,-11,-2.0,-1.0
Wed Feb 28 2024,New Orleans Pelicans,114,Indiana Pacers,123,1,-35.0,-0.39,-0.29,-5,0.0,-1.0
Wed Feb 28 2024,Dallas Mavericks,136,Toronto Raptors,125,0,-119.0,-0.14,0.06,8,0.0,-1.0
Wed Feb 28 2024,Cleveland Cavaliers,123,Chicago Bulls,132,1,-134.0,0.09,-0.17,-3,0.0,0.0
Wed Feb 28 2024,Memphis Grizzlies,101,Minnesota Timberwolves,110,1,197.0,0.59,0.66,4,0.0,1.0
Wed Feb 28 2024,Sacramento Kings,96,Denver Nuggets,117,1,58.0,0.7,0.36,11,0.0,-1.0
Wed Feb 28 2024,Los Angeles Lakers,116,Los Angeles Clippers,112,0,82.0,0.15,2.25,12,0.0,0.0
Thu Feb 29 2024,Milwaukee Bucks,111,Charlotte Hornets,99,0,-204.0,-1.23,-3.64,19,0.0,0.0
Thu Feb 29 2024,Utah Jazz,107,Orlando Magic,115,1,80.0,-0.2,0.78,19,0.0,0.0
Thu Feb 29 2024,Atlanta Hawks,97,Brooklyn Nets,124,1,-60.0,0.3,-0.67,17,0.0,0.0
Thu Feb 29 2024,Golden State Warriors,110,New York Knicks,99,0,2.0,0.4,-0.73,9,0.0,0.0
Thu Feb 29 2024,Oklahoma City Thunder,118,San Antonio Spurs,132,1,-352.0,0.3,-1.72,18,-2.0,0.0
Thu Feb 29 2024,Houston Rockets,105,Phoenix Suns,110,1,116.0,0.64,2.04,-11,0.0,-2.0
Thu Feb 29 2024,Miami Heat,97,Denver Nuggets,103,1,52.0,0.42,-0.34,-18,0.0,1.0
Thu Feb 29 2024,Washington Wizards,131,Los Angeles Lakers,134,1,273.0,0.38,1.69,-15,1.0,1.0
Fri Mar 1 2024,Cleveland Cavaliers,110,Detroit Pistons,100,0,-299.0,-0.11,-1.75,4,0.0,-1.0
Fri Mar 1 2024,Charlotte Hornets,114,Philadelphia 76ers,121,1,138.0,0.76,3.29,-13,0.0,-2.0
Fri Mar 1 2024,Dallas Mavericks,110,Boston Celtics,138,1,147.0,-0.03,0.58,-12,1.0,-1.0
Fri Mar 1 2024,Golden State Warriors,120,Toronto Raptors,105,0,-137.0,-0.22,-1.93,22,0.0,-1.0
Fri Mar 1 2024,Portland Trail Blazers,122,Memphis Grizzlies,92,0,67.0,-0.4,1.1,-10,1.0,1.0
Fri Mar 1 2024,Sacramento Kings,124,Minnesota Timberwolves,120,0,83.0,0.43,-0.46,12,0.0,0.0
Fri Mar 1 2024,Indiana Pacers,102,New Orleans Pelicans,129,1,9.0,0.39,0.29,5,0.0,0.0
Fri Mar 1 2024,Milwaukee Bucks,113,Chicago Bulls,97,0,-65.0,-0.01,-2.18,14,-1.0,-1.0
Fri Mar 1 2024,Washington Wizards,115,Los Angeles Clippers,140,1,329.0,0.52,3.94,-3,1.0,-1.0
Sat Mar 2 2024,Atlanta Hawks,102,Brooklyn Nets,114,1,-32.0,0.3,-0.67,17,0.0,0.0
Sat Mar 2 2024,Utah Jazz,120,Miami Heat,126,1,99.0,-0.59,3.18,23,0.0,0.0
Sat Mar 2 2024,Portland Trail Blazers,107,Memphis Grizzlies,100,0,39.0,-0.4,1.1,-10,-1.0,0.0
Sat Mar 2 2024,Denver Nuggets,124,Los Angeles Lakers,114,0,-68.0,-0.36,-0.53,-6,-1.0,0.0
Sat Mar 2 2024,Houston Rockets,118,Phoenix Suns,109,0,132.0,0.64,2.04,-11,0.0,0.0
Sun Mar 3 2024,Philadelphia 76ers,120,Dallas Mavericks,116,0,48.0,0.18,-2.44,2,0.0,0.0
Sun Mar 3 2024,Golden State Warriors,88,Boston Celtics,140,1,145.0,-0.1,-1.42,2,1.0,0.0
Sun Mar 3 2024,Los Angeles Clippers,89,Minnesota Timberwolves,88,0,-3.0,-0.05,-2.54,-5,0.0,0.0
Sun Mar 3 2024,Detroit Pistons,91,Orlando Magic,113,1,245.0,0.35,0.08,-3,0.0,-1.0
Sun Mar 3 2024,Charlotte Hornets,106,Toronto Raptors,111,1,65.0,0.8,0.91,-3,0.0,0.0
Sun Mar 3 2024,New York Knicks,107,Cleveland Cavaliers,98,0,77.0,-0.28,-0.49,14,0.0,1.0
Sun Mar 3 2024,Indiana Pacers,105,San Antonio Spurs,117,1,-220.0,0.12,-2.06,13,0.0,-1.0
Sun Mar 3 2024,Oklahoma City Thunder,118,Phoenix Suns,110,0,-72.0,1.56,3.17,12,0.0,2.0
Mon Mar 4 2024,Memphis Grizzlies,106,Brooklyn Nets,102,0,56.0,0.55,-0.69,11,1.0,0.0
Mon Mar 4 2024,Los Angeles Clippers,106,Milwaukee Bucks,113,1,-37.0,0.05,-0.09,-10,1.0,-2.0
Mon Mar 4 2024,Portland Trail Blazers,114,Minnesota Timberwolves,119,1,222.0,0.2,1.76,-6,0.0,1.0
Mon Mar 4 2024,Washington Wizards,115,Utah Jazz,127,1,172.0,0.92,-0.61,-14,1.0,1.0
Mon Mar 4 2024,Chicago Bulls,113,Sacramento Kings,109,0,54.0,-0.52,0.2,-21,0.0,0.0
Mon Mar 4 2024,Oklahoma City Thunder,104,Los Angeles Lakers,116,1,-86.0,0.42,1.3,1,0.0,-1.0
Tue Mar 5 2024,Orlando Magic,101,Charlotte Hornets,89,0,-217.0,-1.37,0.05,1,-1.0,0.0
Tue Mar 5 2024,Philadelphia 76ers,107,Brooklyn Nets,112,1,-90.0,0.32,-3.44,6,0.0,1.0
Tue Mar 5 2024,Boston Celtics,104,Cleveland Cavaliers,105,1,-119.0,0.22,0.2,21,-1.0,0.0
Tue Mar 5 2024,Detroit Pistons,110,Miami Heat,118,1,260.0,-0.05,2.48,1,0.0,-1.0
Tue Mar 5 2024,Atlanta Hawks,116,New York Knicks,100,0,106.0,0.63,1.6,8,0.0,1.0
Tue Mar 5 2024,New Orleans Pelicans,139,Toronto Raptors,98,0,-141.0,-0.38,0.11,9,0.0,2.0
Tue Mar 5 2024,San Antonio Spurs,101,Houston Rockets,114,1,119.0,0.62,2.85,5,0.0,-1.0
Tue Mar 5 2024,Indiana Pacers,137,Dallas Mavericks,120,0,22.0,0.15,0.34,6,0.0,0.0
Tue Mar 5 2024,Phoenix Suns,117,Denver Nuggets,107,0,94.0,-0.77,-1.33,-5,1.0,-1.0
Wed Mar 6 2024,Orlando Magic,119,Washington Wizards,109,0,-296.0,-0.72,-0.17,-5,-2.0,-1.0
Wed Mar 6 2024,Cleveland Cavaliers,101,Atlanta Hawks,112,1,-153.0,-0.35,-1.11,-22,0.0,0.0
Wed Mar 6 2024,Los Angeles Clippers,122,Houston Rockets,116,0,-148.0,0.35,-2.42,10,0.0,1.0
Wed Mar 6 2024,Memphis Grizzlies,115,Philadelphia 76ers,109,0,103.0,0.23,2.76,5,0.0,1.0
Wed Mar 6 2024,Chicago Bulls,119,Utah Jazz,117,0,-60.0,0.35,-2.28,-15,0.0,0.0
Wed Mar 6 2024,Milwaukee Bucks,90,Golden State Warriors,125,1,-37.0,-0.21,-0.8,-6,-1.0,-1.0
Wed Mar 6 2024,Oklahoma City Thunder,128,Portland Trail Blazers,120,0,-252.0,0.32,-0.75,14,0.0,0.0
Wed Mar 6 2024,Sacramento Kings,130,Los Angeles Lakers,120,0,24.0,0.33,-0.17,5,0.0,0.0
Thu Mar 7 2024,Brooklyn Nets,112,Detroit Pistons,118,1,-143.0,-0.06,0.03,9,0.0,0.0
Thu Mar 7 2024,Minnesota Timberwolves,113,Indiana Pacers,111,0,-71.0,-0.33,-0.68,-3,0.0,1.0
Thu Mar 7 2024,Miami Heat,108,Dallas Mavericks,114,1,-43.0,-0.04,-1.51,-14,0.0,0.0
Thu Mar 7 2024,Toronto Raptors,113,Phoenix Suns,120,1,138.0,1.37,2.43,-7,0.0,0.0
Thu Mar 7 2024,Boston Celtics,109,Denver Nuggets,115,1,-82.0,0.48,0.59,8,0.0,0.0
Thu Mar 7 2024,Chicago Bulls,125,Golden State Warriors,122,0,50.0,-0.2,1.39,-20,0.0,0.0
Thu Mar 7 2024,San Antonio Spurs,129,Sacramento Kings,131,1,227.0,-0.21,3.2,-22,0.0,1.0
Fri Mar 8 2024,New Orleans Pelicans,103,Philadelphia 76ers,95,0,-87.0,-0.43,2.49,-1,0.0,1.0
Fri Mar 8 2024,Charlotte Hornets,100,Washington Wizards,112,1,-73.0,0.65,-0.21,-6,0.0,1.0
Fri Mar 8 2024,Minnesota Timberwolves,104,Cleveland Cavaliers,113,1,-10.0,0.01,0.43,12,0.0,-1.0
Fri Mar 8 2024,Orlando Magic,74,New York Knicks,98,1,-30.0,0.04,2.16,-15,-1.0,-1.0
Fri Mar 8 2024,Atlanta Hawks,99,Memphis Grizzlies,92,0,-66.0,-0.25,0.02,6,0.0,0.0
Fri Mar 8 2024,Miami Heat,100,Oklahoma City Thunder,107,1,70.0,-0.37,-2.18,-25,0.0,-1.0
Fri Mar 8 2024,Milwaukee Bucks,122,Los Angeles Lakers,123,1,-34.0,-0.2,-2.16,-2,0.0,0.0
Fri Mar 8 2024,Houston Rockets,123,Portland Trail Blazers,107,0,-91.0,-0.6,-1.88,-9,0.0,0.0
Sat Mar 9 2024,Chicago Bulls,102,Los Angeles Clippers,112,1,78.0,-0.04,2.28,-4,0.0,-1.0
Sat Mar 9 2024,Brooklyn Nets,99,Charlotte Hornets,110,1,-103.0,-1.08,0.16,7,-1.0,1.0
Sat Mar 9 2024,Dallas Mavericks,142,Detroit Pistons,124,0,-221.0,0.08,-0.98,13,0.0,0.0
Sat Mar 9 2024,San Antonio Spurs,126,Golden State Warriors,113,0,239.0,0.11,4.39,-21,0.0,0.0
Sat Mar 9 2024,Boston Celtics,117,Phoenix Suns,107,0,-124.0,1.25,1.92,13,0.0,0.0
Sat Mar 9 2024,Utah Jazz,121,Denver Nuggets,142,1,193.0,-0.17,2.84,5,0.0,1.0
Sat Mar 9 2024,Toronto Raptors,118,Portland Trail Blazers,128,1,-59.0,0.13,-1.48,-5,0.0,1.0
Sun Mar 10 2024,Milwaukee Bucks,124,Los Angeles Clippers,117,0,53.0,-0.05,0.09,10,0.0,1.0
Sun Mar 10 2024,New Orleans Pelicans,116,Atlanta Hawks,103,0,-93.0,-0.4,-0.29,-12,0.0,0.0
Sun Mar 10 2024,Washington Wizards,110,Miami Heat,108,0,267.0,0.32,2.57,9,0.0,0.0
Sun Mar 10 2024,Indiana Pacers,111,Orlando Magic,97,0,36.0,0.58,-0.56,16,0.0,1.0
Sun Mar 10 2024,Houston Rockets,112,Sacramento Kings,104,0,95.0,-0.83,0.35,-27,0.0,-1.0
Sun Mar 10 2024,Brooklyn Nets,120,Cleveland Cavaliers,101,0,201.0,0.05,1.78,5,0.0,-1.0
Sun Mar 10 2024,Philadelphia 76ers,79,New York Knicks,73,0,72.0,0.66,-1.18,-3,0.0,0.0
Sun Mar 10 2024,Memphis Grizzlies,93,Oklahoma City Thunder,124,1,230.0,0.08,-0.35,-4,0.0,0.0
Sun Mar 10 2024,Minnesota Timberwolves,109,Los Angeles Lakers,120,1,-34.0,-0.09,0.29,-7,0.0,0.0
Mon Mar 11 2024,Charlotte Hornets,97,Detroit Pistons,114,1,-26.0,1.02,-0.13,2,0.0,0.0
Mon Mar 11 2024,Phoenix Suns,117,Cleveland Cavaliers,111,0,37.0,-1.04,-1.72,8,0.0,1.0
Mon Mar 11 2024,Dallas Mavericks,127,Chicago Bulls,92,0,-14.0,0.28,0.61,6,0.0,0.0
Mon Mar 11 2024,Golden State Warriors,112,San Antonio Spurs,102,0,-201.0,-0.11,-4.39,21,0.0,0.0
Mon Mar 11 2024,Toronto Raptors,119,Denver Nuggets,125,1,244.0,0.6,1.1,-12,0.0,0.0
Mon Mar 11 2024,Boston Celtics,121,Portland Trail Blazers,99,0,-329.0,0.01,-2.0,15,0.0,0.0
Tue Mar 12 2024,Philadelphia 76ers,79,New York Knicks,106,1,44.0,0.66,-1.18,-3,0.0,0.0
Tue Mar 12 2024,Washington Wizards,97,Memphis Grizzlies,109,1,102.0,-0.12,0.74,-12,0.0,0.0
Tue Mar 12 2024,Indiana Pacers,121,Oklahoma City Thunder,111,0,108.0,-0.18,-0.33,-5,0.0,0.0
Tue Mar 12 2024,Houston Rockets,103,San Antonio Spurs,101,0,-144.0,-0.62,-2.85,-5,0.0,1.0
Tue Mar 12 2024,Boston Celtics,123,Utah Jazz,107,0,-262.0,0.66,-2.25,3,0.0,-2.0
Tue Mar 12 2024,Minnesota Timberwolves,118,Los Angeles Clippers,100,0,26.0,0.05,2.54,5,0.0,0.0
Tue Mar 12 2024,Milwaukee Bucks,94,Sacramento Kings,129,1,-43.0,-0.53,-1.98,-7,0.0,0.0
