PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GP,PTS,REB,AST,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
1642355,Bronny James,1610612747,LAL,20.0,6-3,75,210,Southern California,USA,2024,2,55,23,52,13,14,-19.7,0.021,0.075,0.213,0.447,0.165
201572,Brook Lopez,1610612749,MIL,36.0,7-1,85,282,Stanford,USA,2008,1,10,72,932,364,129,2.6,0.046,0.106,0.154,0.622,0.077
1628971,Bruce Brown,1610612740,NOP,28.0,6-4,76,202,Miami,USA,2018,2,42,36,295,134,70,-12.3,0.043,0.123,0.169,0.516,0.13
1628981,Bruno Fernando,1610612761,TOR,26.0,6-9,81,240,Maryland,Angola,2019,2,34,17,58,51,18,-6.1,0.127,0.21,0.182,0.552,0.194
1631121,Bryce McGowens,1610612757,POR,22.0,6-6,78,190,Nebraska,USA,2022,2,40,13,13,3,2,-7.2,0.056,0.034,0.244,0.391,0.105
1642267,Bub Carrington,1610612764,WAS,19.0,6-4,76,190,Pittsburgh,USA,2024,1,14,73,666,296,303,-15.7,0.013,0.117,0.149,0.505,0.202
1627741,Buddy Hield,1610612744,GSW,32.0,6-4,76,220,Oklahoma,Bahamas,2016,1,6,73,817,236,126,1.2,0.023,0.112,0.196,0.56,0.111
203468,CJ McCollum,1610612740,NOP,33.0,6-3,75,190,Lehigh,USA,2013,1,10,56,1183,212,227,-7.1,0.022,0.091,0.266,0.55,0.192
1630595,Cade Cunningham,1610612765,DET,23.0,6-6,78,220,Oklahoma State,USA,2021,1,1,66,1698,405,609,3.2,0.023,0.148,0.321,0.559,0.409
1631216,Caleb Houstan,1610612753,ORL,22.0,6-8,80,205,Michigan,Canada,2022,2,32,50,172,49,21,-7.2,0.021,0.061,0.114,0.562,0.053
1628997,Caleb Martin,1610612742,DAL,29.0,6-5,77,205,Nevada,USA,Undrafted,Undrafted,Undrafted,37,309,152,82,-5.6,0.041,0.106,0.14,0.524,0.114
1642353,Cam Christie,1610612746,LAC,19.0,6-6,78,190,Minnesota,USA,2024,2,46,8,13,7,5,10.5,0.026,0.128,0.18,0.409,0.185
1629629,Cam Reddish,1610612747,LAL,25.0,6-7,79,217,Duke,USA,2019,1,10,33,105,66,22,-8.4,0.029,0.081,0.084,0.498,0.049
1642285,Cam Spencer,1610612763,MEM,24.0,6-4,76,205,Connecticut,USA,2024,2,53,20,78,27,25,4.9,0.042,0.089,0.134,0.605,0.168
1630560,Cam Thomas,1610612751,BKN,23.0,6-3,75,210,Louisiana State,Japan,2021,1,27,25,599,83,94,-5.7,0.02,0.089,0.328,0.575,0.217
1641715,Cam Whitmore,1610612745,HOU,20.0,6-7,79,230,Villanova,USA,2023,1,20,44,395,131,40,2.4,0.038,0.135,0.23,0.522,0.087
1629661,Cameron Johnson,1610612751,BKN,29.0,6-8,80,210,North Carolina,USA,2019,1,11,56,1052,238,187,-6.0,0.029,0.111,0.223,0.632,0.174
1626166,Cameron Payne,1610612752,NYK,30.0,6-3,75,183,Murray State,USA,2015,1,14,66,460,96,181,9.0,0.013,0.083,0.199,0.541,0.245
1627747,Caris LeVert,1610612737,ATL,30.0,6-6,78,205,Michigan,USA,2016,1,20,56,660,172,191,8.0,0.024,0.093,0.187,0.582,0.178
1641717,Cason Wallace,1610612760,OKC,21.0,6-3,75,195,Kentucky,USA,2023,1,10,62,510,214,155,10.7,0.036,0.082,0.124,0.56,0.115
1629646,Charles Bassey,1610612759,SAS,24.0,6-10,82,230,Western Kentucky,Nigeria,2021,2,53,34,157,151,17,-15.5,0.136,0.247,0.168,0.601,0.076
1631096,Chet Holmgren,1610612760,OKC,22.0,7-1,85,208,Gonzaga,USA,2022,1,2,26,386,219,48,16.4,0.058,0.215,0.217,0.59,0.087
1628449,Chris Boucher,1610612761,TOR,32.0,6-9,81,200,Oregon,Saint Lucia,Undrafted,Undrafted,Undrafted,50,502,224,33,-0.2,0.077,0.175,0.208,0.615,0.057
1630537,Chris Duarte,1610612741,CHI,27.0,6-5,77,190,Oregon,Dominican Republic,2021,1,13,17,36,20,9,2.8,0.06,0.165,0.151,0.61,0.173
1641753,Chris Livingston,1610612749,MIL,21.0,6-6,78,220,Kentucky,USA,2023,2,58,17,21,24,2,-11.8,0.091,0.18,0.139,0.449,0.044
101108,Chris Paul,1610612759,SAS,39.0,6-0,72,175,Wake Forest,USA,2005,1,4,72,625,259,550,0.1,0.014,0.109,0.133,0.58,0.349
1631128,Christian Braun,1610612743,DEN,23.0,6-6,78,220,Kansas,USA,2022,1,21,73,1106,370,180,7.7,0.039,0.107,0.155,0.659,0.093
1631132,Christian Koloko,1610612747,LAL,24.0,7-0,84,225,Arizona,Cameroon,2022,2,33,34,84,82,16,-2.0,0.093,0.159,0.103,0.633,0.073
1629643,Chuma Okeke,1610612755,PHI,26.0,6-7,79,229,Auburn,USA,2019,1,16,7,48,43,13,-9.3,0.11,0.15,0.09,0.699,0.099
203991,Clint Capela,1610612737,ATL,30.0,6-10,82,256,None,Switzerland,2014,1,25,55,488,469,62,-2.7,0.132,0.238,0.16,0.564,0.073
1629632,Coby White,1610612741,CHI,25.0,6-5,77,195,North Carolina,USA,2019,1,7,66,1345,234,297,-3.3,0.01,0.09,0.237,0.592,0.198
1628998,Cody Martin,1610612756,PHX,29.0,6-6,78,205,Nevada,USA,2019,2,36,46,339,204,98,-0.9,0.041,0.132,0.143,0.518,0.13
1642262,Cody Williams,1610612762,UTA,20.0,6-7,79,190,Colorado,USA,2024,1,10,50,230,113,59,-15.5,0.024,0.075,0.122,0.419,0.078
1641732,Colby Jones,1610612764,WAS,22.0,6-6,78,207,Xavier,USA,2023,2,34,32,84,46,22,-7.5,0.046,0.111,0.122,0.591,0.108
1630175,Cole Anthony,1610612753,ORL,24.0,6-2,74,185,North Carolina,USA,2020,1,15,61,585,186,175,-1.0,0.035,0.129,0.243,0.527,0.252
1631306,Cole Swider,1610612761,TOR,25.0,6-8,80,220,Syracuse,USA,Undrafted,Undrafted,Undrafted,4,12,5,1,28.3,0.0,0.071,0.135,0.344,0.025
1630658,Colin Castleton,1610612761,TOR,24.0,6-10,82,250,Florida,USA,Undrafted,Undrafted,Undrafted,20,83,83,18,-1.9,0.099,0.128,0.13,0.523,0.085
1631221,Collin Gillespie,1610612756,PHX,25.0,6-1,73,195,Villanova,USA,Undrafted,Undrafted,Undrafted,25,117,47,53,5.5,0.054,0.115,0.157,0.631,0.268
1629012,Collin Sexton,1610612762,UTA,26.0,6-3,75,190,Alabama,USA,2018,1,8,59,1072,163,246,-6.1,0.034,0.06,0.264,0.59,0.244
1630557,Corey Kispert,1610612764,WAS,26.0,6-6,78,224,Gonzaga,USA,2021,1,15,61,705,181,103,-8.5,0.021,0.084,0.169,0.584,0.094
202709,Cory Joseph,1610612753,ORL,33.0,6-2,74,200,Texas,Canada,2011,1,29,43,137,51,52,1.3,0.026,0.082,0.128,0.541,0.16
1641854,Craig Porter Jr.,1610612739,CLE,25.0,6-1,73,180,Wichita State,USA,Undrafted,Undrafted,Undrafted,46,138,53,61,-0.9,0.036,0.089,0.137,0.643,0.194
1642385,Cui Yongxi,1610612751,BKN,21.0,6-5,77,190,None,China,Undrafted,Undrafted,Undrafted,5,3,2,0,4.8,0.0,0.2,0.296,0.19,0.0
1626156,D'Angelo Russell,1610612751,BKN,29.0,6-3,75,193,Ohio State,USA,2015,1,2,56,714,157,285,-1.6,0.013,0.093,0.229,0.522,0.3
1630618,D.J. Carton,1610612761,TOR,24.0,6-3,75,200,Marquette,USA,Undrafted,Undrafted,Undrafted,4,3,4,3,12.9,0.0,0.098,0.122,0.202,0.1
1629610,DaQuan Jeffries,1610612766,CHA,27.0,6-5,77,222,Tulsa,USA,Undrafted,Undrafted,Undrafted,38,251,104,42,-8.2,0.034,0.085,0.137,0.525,0.074
1631342,Daeqwon Plowden,1610612737,ATL,26.0,6-6,78,216,Bowling Green,USA,Undrafted,Undrafted,Undrafted,2,24,5,0,16.7,0.075,0.057,0.15,1.103,0.0
1630227,Daishen Nix,1610612750,MIN,23.0,6-4,76,238,None,USA,Undrafted,Undrafted,Undrafted,3,1,4,3,23.9,0.0,0.444,0.176,0.266,0.231
1630625,Dalano Banton,1610612757,POR,25.0,6-8,80,203,Nebraska,Canada,2021,2,46,59,447,108,123,-0.4,0.024,0.092,0.234,0.528,0.212
1631207,Dalen Terry,1610612741,CHI,22.0,6-7,79,195,Arizona,USA,2022,1,18,66,291,104,83,-8.7,0.036,0.076,0.143,0.56,0.136
1642261,Dalton Knecht,1610612747,LAL,23.0,6-6,78,215,Tennessee,USA,2024,1,17,70,652,202,64,-2.8,0.024,0.118,0.179,0.593,0.068
203081,Damian Lillard,1610612749,MIL,34.0,6-2,74,195,Weber State,USA,2012,1,6,58,1447,272,410,0.7,0.014,0.108,0.269,0.621,0.299
1641878,Damion Baugh,1610612766,CHA,24.0,6-4,76,194,TCU,USA,Undrafted,Undrafted,Undrafted,11,91,34,43,-23.7,0.025,0.094,0.182,0.43,0.232
1627814,Damion Lee,1610612756,PHX,32.0,6-6,78,210,Drexel,USA,Undrafted,Undrafted,Undrafted,19,63,15,9,10.1,0.016,0.098,0.266,0.481,0.13
1629655,Daniel Gafford,1610612742,DAL,26.0,6-10,82,265,Arkansas,USA,2019,2,38,51,627,350,73,2.3,0.125,0.168,0.183,0.716,0.096
1628464,Daniel Theis,1610612740,NOP,32.0,6-8,80,245,None,Germany,Undrafted,Undrafted,Undrafted,38,162,164,60,-5.9,0.062,0.192,0.111,0.558,0.131
1642450,Daniss Jenkins,1610612765,DET,23.0,6-3,75,165,St. John's,USA,Undrafted,Undrafted,Undrafted,5,0,0,0,-57.1,0.0,0.0,0.25,0.0,0.0
203957,Danté Exum,1610612742,DAL,29.0,6-5,77,214,None,Australia,2014,1,5,18,164,30,50,-8.7,0.011,0.074,0.195,0.591,0.219
203967,Dario Šarić,1610612743,DEN,30.0,6-10,82,225,None,Croatia,2014,1,12,15,52,49,22,-10.3,0.061,0.158,0.157,0.43,0.169
1641727,Dariq Whitehead,1610612751,BKN,20.0,6-6,78,220,Duke,USA,2023,1,22,12,53,9,2,-12.4,0.009,0.084,0.21,0.612,0.035
1629636,Darius Garland,1610612739,CLE,25.0,6-1,73,192,Vanderbilt,USA,2019,1,5,69,1426,197,461,10.4,0.02,0.069,0.266,0.602,0.307
1630561,David Duke Jr.,1610612759,SAS,25.0,6-4,76,204,Providence,USA,Undrafted,Undrafted,Undrafted,4,5,3,3,25.6,0.0,0.13,0.225,0.317,0.2
1631223,David Roddy,1610612745,HOU,24.0,6-4,76,255,Colorado State,USA,2022,1,23,30,140,79,33,-7.3,0.034,0.177,0.157,0.575,0.125
1630558,Davion Mitchell,1610612748,MIA,26.0,6-0,72,202,Baylor,USA,2021,1,9,66,494,143,308,-1.5,0.018,0.061,0.132,0.571,0.23
1630549,Day'Ron Sharpe,1610612751,BKN,23.0,6-9,81,265,North Carolina,USA,2021,1,29,50,397,330,91,2.1,0.149,0.202,0.186,0.568,0.158
1628368,De'Aaron Fox,1610612759,SAS,27.0,6-3,75,185,Kentucky,USA,2017,1,5,62,1459,298,392,-1.2,0.023,0.106,0.274,0.56,0.262
1629631,De'Andre Hunter,1610612739,CLE,27.0,6-8,80,221,Virginia,USA,2019,1,4,58,993,232,80,1.6,0.026,0.113,0.22,0.627,0.074
1629001,De'Anthony Melton,1610612751,BKN,26.0,6-3,75,200,Southern California,USA,2018,2,46,6,62,20,17,10.9,0.046,0.104,0.223,0.539,0.205
201599,DeAndre Jordan,1610612743,DEN,36.0,6-11,83,265,Texas A&M,USA,2008,2,35,50,185,248,49,-1.9,0.12,0.263,0.126,0.637,0.107
201942,DeMar DeRozan,1610612758,SAC,35.0,6-6,78,220,Southern California,USA,2009,1,9,68,1496,265,296,1.2,0.017,0.091,0.24,0.573,0.177
1629731,Dean Wade,1610612739,CLE,28.0,6-9,81,228,Kansas State,USA,Undrafted,Undrafted,Undrafted,54,294,238,70,10.6,0.044,0.153,0.101,0.563,0.074
1629028,Deandre Ayton,1610612757,POR,26.0,7-0,84,252,Arizona,Bahamas,2018,1,1,40,576,406,64,-6.9,0.099,0.243,0.197,0.583,0.083
1627749,Dejounte Murray,1610612740,NOP,28.0,6-4,76,180,Washington,USA,2016,1,29,31,542,200,228,-9.1,0.015,0.183,0.263,0.494,0.347
1626153,Delon Wright,1610612752,NYK,32.0,6-5,77,185,Utah,USA,2015,1,20,34,84,52,58,-0.7,0.037,0.069,0.111,0.405,0.165
1630166,Deni Avdija,1610612757,POR,24.0,6-9,81,240,None,Israel,2020,1,9,68,1091,474,256,-1.6,0.043,0.189,0.221,0.604,0.188
203471,Dennis Schröder,1610612765,DET,31.0,6-1,73,175,None,Germany,2013,1,17,68,903,176,364,-0.3,0.012,0.082,0.215,0.539,0.291
1641726,Dereck Lively II,1610612742,DAL,21.0,7-1,85,230,Duke,USA,2023,1,12,32,292,251,84,8.1,0.125,0.184,0.133,0.704,0.154
1627884,Derrick Jones Jr.,1610612746,LAC,28.0,6-6,78,210,UNLV,USA,Undrafted,Undrafted,Undrafted,68,703,237,51,5.9,0.052,0.093,0.162,0.61,0.043
1628401,Derrick White,1610612738,BOS,30.0,6-4,76,190,Colorado,USA,2017,1,29,69,1141,300,312,9.7,0.024,0.099,0.196,0.606,0.191
1630217,Desmond Bane,1610612763,MEM,26.0,6-5,77,215,TCU,USA,2020,1,30,61,1141,375,333,3.8,0.028,0.152,0.226,0.595,0.239
1626164,Devin Booker,1610612756,PHX,28.0,6-6,78,206,Kentucky,USA,2015,1,13,68,1720,278,483,-2.1,0.027,0.08,0.28,0.589,0.299
1642269,Devin Carter,1610612758,SAC,23.0,6-2,74,195,Providence,USA,2024,1,13,29,115,63,34,-2.0,0.044,0.174,0.178,0.494,0.16
1630170,Devin Vassell,1610612759,SAS,24.0,6-5,77,200,Florida State,USA,2020,1,11,57,941,226,167,-5.8,0.017,0.105,0.219,0.552,0.142
1628415,Dillon Brooks,1610612745,HOU,29.0,6-6,78,225,Oregon,Canada,2017,2,45,70,976,263,123,4.8,0.029,0.082,0.174,0.55,0.077
1641794,Dillon Jones,1610612760,OKC,23.0,6-5,77,235,Weber State,USA,2024,1,26,45,105,89,46,4.4,0.05,0.145,0.137,0.435,0.154
1627734,Domantas Sabonis,1610612758,SAC,28.0,6-10,82,240,Gonzaga,Lithuania,2016,1,11,61,1158,852,375,3.4,0.108,0.288,0.211,0.656,0.252
1631230,Dominick Barlow,1610612737,ATL,21.0,6-8,80,215,None,USA,Undrafted,Undrafted,Undrafted,27,113,63,12,-8.3,0.084,0.144,0.145,0.567,0.062
1642270,Donovan Clingan,1610612757,POR,21.0,7-2,86,280,Connecticut,USA,2024,1,7,59,362,435,60,-1.3,0.144,0.219,0.138,0.579,0.078
1628378,Donovan Mitchell,1610612739,CLE,28.0,6-3,75,215,Louisville,USA,2017,1,13,67,1605,295,329,10.6,0.024,0.108,0.3,0.574,0.237
1628978,Donte DiVincenzo,1610612750,MIN,28.0,6-4,76,203,Villanova,USA,2018,1,17,55,645,208,207,4.7,0.02,0.115,0.185,0.577,0.206
1627827,Dorian Finney-Smith,1610612747,LAL,31.0,6-7,79,220,Florida,USA,Undrafted,Undrafted,Undrafted,55,462,219,74,7.6,0.05,0.09,0.123,0.591,0.064
203926,Doug McDermott,1610612758,SAC,33.0,6-6,78,225,Creighton,USA,2014,1,11,37,121,18,4,0.7,0.007,0.055,0.146,0.622,0.019
203110,Draymond Green,1610612744,GSW,35.0,6-6,78,230,Michigan State,USA,2012,2,35,59,533,361,336,6.2,0.037,0.167,0.157,0.534,0.256
1629234,Drew Eubanks,1610612746,LAC,28.0,6-10,82,245,Oregon State,USA,Undrafted,Undrafted,Undrafted,54,258,211,50,-9.1,0.076,0.211,0.146,0.622,0.108
1641809,Drew Peterson,1610612738,BOS,25.0,6-9,81,205,Southern California,USA,Undrafted,Undrafted,Undrafted,20,41,30,13,20.7,0.036,0.16,0.107,0.639,0.11
1631166,Drew Timme,1610612751,BKN,24.0,6-10,82,235,Gonzaga,USA,Undrafted,Undrafted,Undrafted,1,11,10,1,-26.2,0.108,0.24,0.156,0.751,0.091
1630696,Dru Smith,1610612748,MIA,27.0,6-2,74,203,Missouri,USA,Undrafted,Undrafted,Undrafted,14,87,36,23,6.8,0.042,0.086,0.131,0.656,0.128
1629130,Duncan Robinson,1610612748,MIA,30.0,6-7,79,215,Michigan,USA,Undrafted,Undrafted,Undrafted,68,745,155,168,-0.6,0.01,0.084,0.187,0.589,0.152
1641871,Duop Reath,1610612757,POR,28.0,6-9,81,245,Louisiana State,South Sudan,Undrafted,Undrafted,Undrafted,42,183,83,24,-3.7,0.083,0.112,0.165,0.566,0.082
203939,Dwight Powell,1610612742,DAL,33.0,6-10,82,240,Stanford,Canada,2014,2,45,49,108,112,54,-0.9,0.09,0.134,0.074,0.739,0.14
1630700,Dyson Daniels,1610612737,ATL,22.0,6-7,79,199,None,Australia,2022,1,8,68,948,392,294,-1.3,0.045,0.124,0.177,0.537,0.171
1630604,E.J. Liddell,1610612741,CHI,24.0,6-6,78,240,Ohio State,USA,2022,2,41,7,15,5,3,0.4,0.034,0.108,0.148,0.689,0.1
203901,Elfrid Payton,1610612740,NOP,31.0,6-3,75,195,Louisana-Lafayette,USA,2014,1,10,16,63,48,93,-10.4,0.025,0.103,0.157,0.365,0.406
1641989,Elijah Harkless,1610612762,UTA,25.0,6-3,75,195,UNLV,USA,Undrafted,Undrafted,Undrafted,10,32,21,8,9.7,0.058,0.092,0.12,0.425,0.073
1641801,Emanuel Miller,1610612741,CHI,24.0,6-7,79,215,TCU,Canada,Undrafted,Undrafted,Undrafted,1,0,0,0,-60.0,0.0,0.0,0.0,0.0,0.0
1641734,Emoni Bates,1610612739,CLE,21.0,6-8,80,170,Eastern Michigan,USA,2023,2,49,7,6,0,4,-31.0,0.0,0.0,0.192,0.214,0.25
1642402,Enrique Freeman,1610612754,IND,24.0,6-7,79,220,Akron,USA,2024,2,50,20,34,19,8,-18.6,0.039,0.106,0.1,0.538,0.073
201569,Eric Gordon,1610612755,PHI,36.0,6-3,75,215,Indiana,USA,2008,1,7,39,266,46,65,-5.4,0.011,0.052,0.14,0.591,0.118
1630596,Evan Mobley,1610612739,CLE,23.0,6-11,83,215,Southern California,USA,2021,1,3,65,1203,605,200,12.5,0.075,0.216,0.226,0.637,0.146
1630532,Franz Wagner,1610612753,ORL,23.0,6-10,82,220,Michigan,Germany,2021,1,8,54,1311,311,255,5.0,0.028,0.147,0.31,0.555,0.248
1627832,Fred VanVleet,1610612745,HOU,31.0,6-0,72,197,Wichita State,USA,Undrafted,Undrafted,Undrafted,55,793,214,305,6.4,0.015,0.093,0.178,0.52,0.217
1641713,GG Jackson,1610612763,MEM,20.0,6-9,81,210,South Carolina,USA,2023,2,45,25,196,81,26,-6.3,0.056,0.128,0.221,0.509,0.086
1629216,Gabe Vincent,1610612747,LAL,28.0,6-2,74,200,California-Santa Barbara,USA,Undrafted,Undrafted,Undrafted,64,398,78,89,0.2,0.011,0.045,0.13,0.529,0.092
202066,Garrett Temple,1610612761,TOR,38.0,6-5,77,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,25,32,24,26,-3.1,0.025,0.099,0.12,0.345,0.176
1629726,Garrison Mathews,1610612737,ATL,28.0,6-6,78,215,Lipscomb,USA,Undrafted,Undrafted,Undrafted,46,341,83,59,-4.2,0.015,0.084,0.154,0.605,0.106
203914,Gary Harris,1610612753,ORL,30.0,6-4,76,210,Michigan State,USA,2014,1,19,40,112,55,25,4.5,0.026,0.063,0.085,0.49,0.057
1627780,Gary Payton II,1610612744,GSW,32.0,6-2,74,195,Oregon State,USA,Undrafted,Undrafted,Undrafted,58,380,173,76,3.3,0.055,0.134,0.154,0.647,0.13
1629018,Gary Trent Jr.,1610612749,MIL,26.0,6-5,77,204,Duke,USA,2018,2,37,66,731,152,75,0.9,0.011,0.076,0.168,0.595,0.063
1627777,Georges Niang,1610612737,ATL,31.0,6-7,79,230,Iowa State,USA,2016,2,50,71,703,260,102,5.5,0.029,0.13,0.172,0.614,0.089
203507,Giannis Antetokounmpo,1610612749,MIL,30.0,6-11,83,243,None,Greece,2013,1,15,60,1814,717,357,5.8,0.07,0.264,0.35,0.62,0.321
1629048,Goga Bitadze,1610612753,ORL,25.0,6-10,82,250,None,Georgia,2019,1,18,63,461,426,121,0.7,0.115,0.229,0.141,0.64,0.139
1641711,Gradey Dick,1610612761,TOR,21.0,6-6,78,200,Kansas,USA,2023,1,13,54,777,193,98,-5.8,0.027,0.092,0.209,0.543,0.087
1629684,Grant Williams,1610612766,CHA,26.0,6-6,78,236,Tennessee,USA,2019,1,22,16,166,82,37,1.6,0.035,0.134,0.146,0.596,0.107
1628960,Grayson Allen,1610612756,PHX,29.0,6-4,76,198,Duke,USA,2018,1,21,56,576,170,117,-1.4,0.023,0.101,0.162,0.634,0.121
1627824,Guerschon Yabusele,1610612755,PHI,29.0,6-8,80,265,None,France,2016,1,16,67,726,380,138,-3.3,0.071,0.151,0.163,0.617,0.113
1630611,Gui Santos,1610612744,GSW,22.0,6-6,78,185,None,Brazil,2022,2,55,48,210,147,64,9.4,0.076,0.134,0.128,0.607,0.129
203084,Harrison Barnes,1610612759,SAS,32.0,6-8,80,225,North Carolina,USA,2012,1,7,72,844,271,121,-1.0,0.046,0.087,0.152,0.641,0.085
1631127,Harrison Ingram,1610612759,SAS,22.0,6-5,77,230,North Carolina,USA,2024,2,48,3,2,5,1,43.2,0.083,0.182,0.077,0.333,0.063
1629312,Haywood Highsmith,1610612748,MIA,28.0,6-5,77,220,Wheeling Jesuit,USA,2018,,,65,409,207,96,0.6,0.035,0.095,0.108,0.59,0.083
1630529,Herbert Jones,1610612740,NOP,26.0,6-7,79,206,Alabama,USA,2021,2,35,20,205,78,65,-0.7,0.033,0.085,0.146,0.541,0.134
1641816,Hunter Tyson,1610612743,DEN,24.0,6-8,80,215,Clemson,USA,2023,2,37,47,114,72,19,-8.4,0.055,0.131,0.138,0.518,0.076
1630193,Immanuel Quickley,1610612761,TOR,25.0,6-2,74,190,Kentucky,USA,2020,1,25,30,525,106,173,-1.4,0.015,0.106,0.247,0.574,0.314
1642403,Isaac Jones,1610612758,SAC,24.0,6-9,81,245,Washington State,USA,Undrafted,Undrafted,Undrafted,34,121,49,11,-10.9,0.068,0.126,0.156,0.689,0.06
1630171,Isaac Okoro,1610612739,CLE,24.0,6-5,77,225,Auburn,USA,2020,1,5,48,272,106,62,12.7,0.046,0.068,0.122,0.572,0.082
1642268,Isaiah Collier,1610612762,UTA,20.0,6-3,75,210,Southern California,USA,2024,1,29,67,544,220,412,-10.0,0.016,0.105,0.183,0.485,0.339
1642384,Isaiah Crawford,1610612758,SAC,23.0,6-6,78,220,Louisiana Tech,USA,Undrafted,Undrafted,Undrafted,14,13,8,1,20.3,0.024,0.152,0.119,0.553,0.032
1628392,Isaiah Hartenstein,1610612760,OKC,26.0,7-0,84,250,None,Germany,2017,2,43,51,582,563,201,13.6,0.104,0.265,0.168,0.594,0.18
1630543,Isaiah Jackson,1610612754,IND,23.0,6-9,81,205,Kentucky,USA,2021,1,22,5,35,28,5,5.4,0.126,0.168,0.164,0.6,0.079
1630198,Isaiah Joe,1610612760,OKC,25.0,6-3,75,165,Arkansas,USA,2020,2,49,66,638,172,101,16.2,0.025,0.089,0.166,0.599,0.094
1630191,Isaiah Stewart,1610612765,DET,23.0,6-8,80,250,Washington,USA,2020,1,16,68,411,376,113,0.9,0.087,0.17,0.12,0.62,0.118
1631209,Isaiah Wong,1610612766,CHA,24.0,6-3,75,185,Miami,USA,2023,2,55,20,120,32,28,-2.6,0.051,0.071,0.22,0.5,0.187
1627826,Ivica Zubac,1610612746,LAC,28.0,7-0,84,240,None,Croatia,2016,2,32,71,1169,885,179,8.2,0.12,0.268,0.193,0.633,0.116
1631120,JD Davison,1610612738,BOS,22.0,6-1,73,195,Alabama,USA,2022,2,53,12,20,7,5,-31.6,0.018,0.125,0.194,0.585,0.227
1630550,JT Thor,1610612764,WAS,22.0,6-9,81,203,Auburn,USA,2021,2,37,14,50,21,5,-20.7,0.073,0.069,0.163,0.579,0.074
1629630,Ja Morant,1610612763,MEM,25.0,6-2,74,174,Murray State,USA,2019,1,2,43,960,175,320,7.9,0.018,0.105,0.307,0.56,0.362
1642266,Ja'Kobe Walter,1610612761,TOR,20.0,6-5,77,180,Baylor,USA,2024,1,19,47,376,133,67,-3.1,0.047,0.087,0.179,0.501,0.101
1631095,Jabari Smith Jr.,1610612745,HOU,21.0,6-10,82,220,Auburn,USA,2022,1,3,52,633,341,53,5.7,0.052,0.15,0.159,0.56,0.047
1631133,Jabari Walker,1610612757,POR,22.0,6-7,79,237,Colorado,USA,2022,2,57,52,241,178,31,-0.3,0.078,0.204,0.152,0.591,0.075
1629098,Jack McVeigh,1610612745,HOU,28.0,6-8,80,215,Nebraska-Lincoln,Australia,Undrafted,Undrafted,Undrafted,7,14,4,1,10.1,0.028,0.071,0.179,0.538,0.059
1642050,Jackson Rowe,1610612744,GSW,28.0,6-7,79,210,California State-Fullerton,Canada,Undrafted,Undrafted,Undrafted,5,16,8,3,8.0,0.0,0.195,0.153,0.477,0.097
1631210,Jacob Toppin,1610612737,ATL,24.0,6-8,80,200,Kentucky,USA,Undrafted,Undrafted,Undrafted,16,6,11,4,-17.5,0.043,0.164,0.103,0.3,0.148
1630702,Jaden Hardy,1610612742,DAL,22.0,6-3,75,198,None,USA,2022,2,37,51,432,79,68,-0.1,0.01,0.086,0.242,0.554,0.132
1631093,Jaden Ivey,1610612765,DET,23.0,6-4,76,195,Purdue,USA,2022,1,5,30,528,124,119,-4.1,0.043,0.091,0.256,0.569,0.207
1630183,Jaden McDaniels,1610612750,MIN,24.0,6-9,81,185,Washington,USA,2020,1,28,74,934,433,151,4.0,0.049,0.129,0.161,0.575,0.093
1630531,Jaden Springer,1610612762,UTA,22.0,6-4,76,202,Tennessee,USA,2021,1,28,36,72,35,23,-1.4,0.03,0.112,0.142,0.54,0.158
203109,Jae Crowder,1610612758,SAC,34.0,6-6,78,235,Marquette,USA,2012,2,34,7,20,17,4,-6.2,0.061,0.118,0.104,0.509,0.057
1630256,Jae'Sean Tate,1610612745,HOU,29.0,6-4,76,230,Ohio State,USA,Undrafted,Undrafted,Undrafted,47,167,109,40,4.2,0.074,0.11,0.127,0.539,0.104
1626143,Jahlil Okafor,1610612754,IND,29.0,6-10,82,270,Duke,USA,2015,1,3,1,0,1,1,62.5,0.0,0.25,0.0,0.0,0.25
1642443,Jahmir Young,1610612741,CHI,24.0,6-1,73,185,Maryland,USA,Undrafted,Undrafted,Undrafted,1,0,1,1,-60.0,0.0,0.5,0.0,0.0,0.5
1631170,Jaime Jaquez Jr.,1610612748,MIA,24.0,6-6,78,225,UCLA,USA,2023,1,18,60,499,262,148,-7.4,0.057,0.142,0.191,0.526,0.175
1631222,Jake LaRavia,1610612758,SAC,23.0,6-7,79,235,Wake Forest,USA,2022,1,19,66,458,259,158,3.8,0.063,0.12,0.14,0.591,0.15
1627751,Jakob Poeltl,1610612761,TOR,29.0,7-0,84,260,Utah,Austria,2016,1,9,55,802,531,154,-0.3,0.109,0.208,0.184,0.644,0.137
1641779,Jalen Bridges,1610612756,PHX,23.0,6-8,80,225,Baylor,USA,Undrafted,Undrafted,Undrafted,5,4,3,0,0.0,0.0,0.115,0.17,0.41,0.0
