F1,F2,profit_level
2.3278924295236867,4.311406343437651,3
2.0003741161843775,3.705230382205709,3
0.4502395838132985,3.37202126987748,3
-1.7024501743516594,3.223131403855589,3
1.7155074414967346,3.634601042869934,1
2.132632644965091,3.4767501250252404,3
4.098085115897492,0.18762075568352551,3
1.6946766310194818,3.7429053951023734,3
3.4338780017951755,1.9922322921919449,3
2.0401033924216723,3.3615391292456813,3
2.492894325101099,4.434479163998312,1
0.2579088945759137,3.780088464625758,3
1.894372816755733,3.150195221208303,3
0.9069639183935281,3.0693236626324514,1
2.4886802683728297,4.120983830312551,3
3.364708918863435,1.949316214240487,2
1.4991932900088838,3.50399796600448,3
2.6007665361551187,3.715930069152986,3
1.541742612261272,1.946786275777972,3
2.085012897745842,3.3948844842189905,3
2.147069406873496,2.933681405741964,3
0.85590596441762,3.024754299465556,2
1.8200856137159116,2.511485232671108,3
2.1514430684828514,1.7354568579602065,3
-0.20487745442491245,2.735182268053366,3
-1.8035204286803044,0.9179392064502883,3
1.5318114497775184,3.7026217153646654,3
1.0696458686363044,4.361171693310264,1
1.024234605922596,3.8906899361364484,3
0.4671520156013791,3.529830539315735,3
2.0872250784614246,3.1433596284201157,3
1.5884511713250542,3.2814693257904457,3
3.60212131859945,1.9164957397301428,3
1.296322717172521,4.336505087862383,3
3.8887985672794168,-0.05778485458932489,3
1.100585241464527,3.6412468576610397,3
1.120912055677626,4.0051490014081015,3
3.41626882189724,1.9510329554152053,3
2.041530283539303,2.9143940149716334,3
1.5525294514541668,3.117899829600616,3
5.154190618123531,0.2342489534759861,3
1.1913571213979577,4.282948842102039,1
4.406298516423705,-0.7068432418908729,3
0.40225171927519093,3.3712671678291017,2
0.174115944040525,1.7445451383843675,3
-0.48526947709589147,3.4673741419065793,3
2.6715785722666325,4.18083110449331,3
1.5114846355644194,3.3387195716176037,3
2.8911245314457985,1.8592092584425763,1
-1.0338123460581976,-0.8504993131240084,3
1.9520199764889048,1.9051338979261034,3
1.4790349603289783,3.3315050431804836,3
