F1,F2,profit_level
19.84883315831041,-1.4742477293091043,3
8.143384676872888,-4.571933951308923,3
-4.618223271777085,10.905789605197961,3
-4.458115577491826,8.478850579521223,3
8.676891084521495,12.270523370827407,1
7.75516253453165,-5.6943686384272345,3
18.82923646700699,-5.359048015333041,3
8.650150876512722,12.272241177362833,3
16.09435410395783,2.4258390117653077,3
7.881996603652625,-5.75109499850531,3
19.958808523290642,-1.4588569665119473,1
-4.581416487526636,12.317076186745394,3
7.791424759344414,-6.849098801734132,3
-8.492767294096021,14.341084558043585,1
19.546121955166747,-1.5166623562597807,3
15.86823779294319,2.419159123134346,2
8.679186614781342,11.813878529483667,3
7.811450426404672,-2.309280982063546,3
10.520266398643887,8.640058912161292,3
7.861820982752891,-5.601195561539314,3
7.792380019073561,-7.065805190948152,3
0.769402461240354,10.898717554174906,2
10.2649145478536,-6.325111572071573,3
9.918223779841567,-8.911283017047985,3
0.2988953143484143,8.832078191824989,3
-7.875107644567469,5.221837716572777,3
8.54295764871913,11.432358570154907,3
14.227015551978203,9.145485303367517,1
13.976995198425069,9.448569845786158,3
-0.08068575622336482,11.785944111650673,3
7.7332687040620325,-7.311032476855824,3
8.656015866820741,11.623104738334641,3
14.20543374922397,5.510461600863444,3
14.569055962364596,9.069991826775464,3
18.512288561636968,-5.41523048036742,3
8.292274381080242,8.618584836586438,3
8.71996876302296,9.052759112939757,3
15.030572228327859,4.092591052836521,3
7.949512920353377,-7.131506529792795,3
8.727780618500084,11.302688416858736,3
12.003877450119203,-17.114084310606067,3
14.366519843302962,8.936635129096258,1
7.60337203814471,-25.986710670914395,3
17.325673340978028,1.4696659754105106,2
4.878007464142266,4.017460771157434,3
15.252126918825208,2.1205983741048002,3
19.636144852632107,-1.410712265824925,3
8.592322270104399,11.129328676191168,3
15.456239537029166,-2.6711805372525457,1
-5.445973503868406,0.4463644623878237,3
8.02695072514108,-7.900066945029409,3
8.6280929329342,10.703379182205778,3
8.53217275051648,8.825106185958832,3
4.077623532377509,10.50480660914729,3
15.942139140768287,-12.914909062140937,2
9.298997549804133,-18.837990509659612,3
8.66038112702016,10.527040471084074,2
18.227230501326595,-5.264213312481127,3
1.6141572976582488,10.31663665960358,2
8.675152913982293,9.388539812515997,3
19.793889017681792,-0.48856373463497543,2
19.052662707314585,-1.4201987152014948,1
-1.7940266872415886,9.723986714792193,2
15.736578335477896,1.5907529615465839,3
7.754932395024843,9.237021736402967,3
-5.79596992853103,8.357491224111017,3
11.871184402686302,-16.885267170571534,3
19.54448453990617,-13.07031391422289,3
8.858060707315376,10.035727247672119,3
6.57894246274523,7.66497212924815,1
-8.88735063675252,14.409133480858285,1
7.28815615850794,-8.263555400473624,3
19.81474196905997,-0.7411752081951153,3
19.219130426358376,-5.373949334899712,1
10.088554338572312,7.605230298425797,3
-1.6236557476969844,9.80978866993204,2
13.778839040417852,9.469476210121917,2
7.802795862821087,-26.30917635839461,3
15.727696159805955,1.9620978602178067,3
8.684297098257963,10.449159813719662,3
11.227738334731846,-9.519169212215147,3
10.984905385186368,-6.639933166529698,3
18.75649681961134,1.8427102544187608,3
12.11541417905274,11.48743725999077,1
9.042865844311416,-8.424684164440531,1
8.775049379501606,10.879568563412528,3
5.9041061683453,-20.74496359973991,3
12.006439971726817,8.536145672113577,1
11.67113960929399,-15.613902468282271,3
12.021289118386457,-16.71403177794461,3
4.74040311192995,-21.093910538191107,2
8.81666276868288,9.519119186452189,3
5.589393865005993,-19.940883362397017,3
16.766134944146984,1.0048378845355423,3
8.750018852140142,10.653577424198783,3
7.699284567986908,7.220852211057547,3
18.702773087978866,6.971758295736465,3
14.618974749446245,6.438025489489732,3
